Category,Number of Records,Order Date,Sales Target,Segment
Technology,1,3/21/2015,172,Consumer
Technology,1,10-02-2014,18,Home Office
Furniture,1,4/26/2014,1190,Corporate
Furniture,1,4/25/2014,928,Home Office
Office Supplies,1,6/23/2016,45,Consumer
Office Supplies,1,10-11-2015,470,Corporate
Office Supplies,1,5/19/2014,107,Home Office
Technology,1,11/19/2014,564,Consumer
Technology,1,8/21/2015,1430,Home Office
Furniture,1,02-06-2014,29,Corporate
Office Supplies,1,4/16/2016,85,Consumer
Office Supplies,1,8/19/2016,628,Corporate
Office Supplies,1,12/30/2016,114,Home Office
Technology,1,08-11-2015,108,Consumer
Technology,1,11-05-2014,548,Corporate
Furniture,1,06-12-2016,496,Corporate
Office Supplies,1,3/27/2014,67,Consumer
Office Supplies,1,03-09-2015,139,Corporate
Office Supplies,1,01-02-2014,43,Home Office
Technology,1,11/21/2015,567,Consumer
Technology,1,12-11-2016,356,Corporate
Furniture,1,11/15/2015,4947,Consumer
Office Supplies,1,1/21/2014,115,Consumer
Technology,1,10/27/2015,1855,Consumer
Office Supplies,1,1/27/2014,155,Consumer
Office Supplies,1,10/23/2016,14,Corporate
Technology,1,11/15/2015,144,Consumer
Furniture,1,03-06-2015,12,Consumer
Furniture,1,09-08-2015,218,Home Office
Office Supplies,1,3/24/2015,5089,Consumer
Office Supplies,1,9/26/2016,379,Corporate
Office Supplies,1,12/26/2016,105,Home Office
Technology,1,6/28/2015,1704,Consumer
Technology,1,7/22/2016,183,Corporate
Furniture,1,4/26/2016,752,Consumer
Furniture,1,07-10-2014,27,Corporate
Office Supplies,1,7/24/2014,1037,Consumer
Office Supplies,1,8/23/2014,9,Corporate
Office Supplies,1,06-12-2014,13,Home Office
Technology,1,02-12-2016,620,Consumer
Furniture,1,2/21/2015,716,Consumer
Furniture,1,7/25/2014,519,Corporate
Office Supplies,1,7/18/2016,339,Consumer
Office Supplies,1,09-03-2014,104,Home Office
Technology,1,09-12-2015,16,Consumer
Technology,1,3/15/2014,3040,Corporate
Technology,1,1/26/2015,1397,Home Office
Furniture,1,04-04-2015,693,Consumer
Office Supplies,1,6/16/2016,196,Consumer
Office Supplies,1,10/30/2015,277,Corporate
Technology,1,2/23/2015,110,Consumer
Furniture,1,7/21/2014,10,Corporate
Furniture,1,12-10-2014,407,Home Office
Office Supplies,1,09-04-2015,1024,Corporate
Office Supplies,1,05-06-2015,2,Home Office
Furniture,1,08-03-2015,8,Consumer
Furniture,1,07-12-2014,34,Home Office
Office Supplies,1,11/27/2015,2,Consumer
Office Supplies,1,3/21/2016,14,Corporate
Office Supplies,1,12-11-2014,457,Home Office
Technology,1,06-06-2015,57,Home Office
Furniture,1,11-06-2016,123,Consumer
Furniture,1,7/29/2016,365,Home Office
Office Supplies,1,01-07-2014,618,Consumer
Office Supplies,1,2/17/2014,54,Corporate
Office Supplies,1,4/25/2014,55,Home Office
Technology,1,08-02-2015,576,Home Office
Office Supplies,1,01-12-2016,152,Consumer
Office Supplies,1,7/14/2015,206,Corporate
Office Supplies,1,8/26/2014,12,Home Office
Technology,1,06-01-2014,160,Home Office
Furniture,1,5/21/2016,106,Consumer
Furniture,1,5/23/2016,433,Corporate
Office Supplies,1,3/26/2015,394,Consumer
Office Supplies,1,5/27/2015,193,Corporate
Technology,1,10/16/2015,1918,Home Office
Furniture,1,5/26/2015,358,Consumer
Furniture,1,11/28/2016,9,Corporate
Furniture,1,02-07-2015,2567,Home Office
Office Supplies,1,08-08-2016,291,Consumer
Office Supplies,1,03-06-2015,40,Corporate
Office Supplies,1,11-07-2015,1512,Home Office
Technology,1,2/17/2014,377,Consumer
Technology,1,5/13/2016,67,Corporate
Technology,1,10/20/2014,92,Home Office
Furniture,1,4/28/2014,147,Corporate
Furniture,1,5/27/2014,86,Home Office
Office Supplies,1,08-06-2016,1573,Consumer
Office Supplies,1,1/22/2016,22,Corporate
Office Supplies,1,3/20/2014,6,Home Office
Technology,1,11/21/2016,394,Home Office
Furniture,1,09-07-2014,18,Home Office
Furniture,1,6/17/2014,908,Corporate
Office Supplies,1,11/29/2014,32,Corporate
Office Supplies,1,11/21/2014,204,Home Office
Technology,1,01-12-2014,5349,Corporate
Technology,1,04-11-2014,214,Home Office
Furniture,1,09-11-2015,46,Home Office
Office Supplies,1,12-12-2016,483,Consumer
Office Supplies,1,5/24/2014,44,Corporate
Office Supplies,1,4/13/2014,596,Home Office
Technology,1,10-05-2016,330,Home Office
Furniture,1,10/27/2016,286,Consumer
Furniture,1,06-02-2014,138,Home Office
Office Supplies,1,05-10-2014,90,Consumer
Office Supplies,1,1/25/2014,592,Home Office
Technology,1,04-08-2016,1232,Consumer
Technology,1,10/16/2016,231,Home Office
Furniture,1,02-11-2015,150,Consumer
Office Supplies,1,3/22/2015,86,Corporate
Technology,1,10/28/2016,379,Corporate
Furniture,1,3/27/2016,568,Consumer
Furniture,1,9/18/2015,811,Corporate
Office Supplies,1,03-10-2016,142,Consumer
Furniture,1,5/16/2015,223,Consumer
Furniture,1,6/22/2014,2639,Consumer
Furniture,1,02-02-2016,250,Home Office
Office Supplies,1,10/22/2015,34,Consumer
Office Supplies,1,7/26/2015,73,Corporate
Office Supplies,1,12/28/2015,132,Home Office
Technology,1,03-12-2015,476,Consumer
Technology,1,12/20/2014,692,Corporate
Technology,1,11-08-2014,1023,Home Office
Furniture,1,03-06-2016,1424,Consumer
Office Supplies,1,4/27/2015,1596,Consumer
Office Supplies,1,2/26/2014,5614,Corporate
Technology,1,01-03-2015,210,Corporate
Furniture,1,8/15/2015,10,Consumer
Office Supplies,1,7/23/2016,81,Home Office
Technology,1,8/13/2016,42,Consumer
Furniture,1,08-09-2015,581,Corporate
Office Supplies,1,04-03-2015,15,Consumer
Office Supplies,1,10-10-2015,417,Corporate
Office Supplies,1,07-09-2015,87,Home Office
Furniture,1,11/19/2015,2519,Corporate
Office Supplies,1,08-11-2014,137,Consumer
Office Supplies,1,7/13/2015,308,Corporate
Technology,1,11-07-2016,19,Corporate
Technology,1,08-07-2014,516,Home Office
Office Supplies,1,2/19/2016,10,Consumer
Office Supplies,1,03-04-2015,67,Corporate
Technology,1,01-10-2014,52,Corporate
Furniture,1,7/19/2016,399,Consumer
Furniture,1,4/20/2015,118,Corporate
Office Supplies,1,2/21/2015,40,Consumer
Office Supplies,1,06-09-2016,236,Corporate
Office Supplies,1,1/28/2016,1513,Home Office
Technology,1,9/24/2016,18,Consumer
Technology,1,11/26/2016,285,Corporate
Furniture,1,8/18/2016,42,Consumer
Furniture,1,4/25/2016,247,Corporate
Office Supplies,1,04-06-2016,200,Consumer
Office Supplies,1,03-05-2016,768,Corporate
Office Supplies,1,5/14/2015,68,Home Office
Technology,1,5/28/2015,15,Corporate
Furniture,1,12/21/2015,507,Corporate
Furniture,1,4/18/2014,982,Home Office
Office Supplies,1,12-05-2014,108,Consumer
Office Supplies,1,07-05-2014,829,Corporate
Office Supplies,1,07-07-2015,173,Home Office
Technology,1,02-07-2014,350,Consumer
Technology,1,1/25/2016,26,Corporate
Technology,1,4/20/2015,1282,Home Office
Furniture,1,8/22/2016,770,Consumer
Furniture,1,11/28/2014,167,Corporate
Office Supplies,1,08-05-2016,370,Consumer
Office Supplies,1,05-05-2015,33,Corporate
Office Supplies,1,9/29/2016,97,Home Office
Technology,1,07-07-2015,34,Corporate
Technology,1,12/19/2016,11741,Home Office
Furniture,1,7/24/2016,1050,Corporate
Office Supplies,1,01-09-2016,255,Consumer
Office Supplies,1,10-04-2016,90,Corporate
Technology,1,8/20/2016,1778,Consumer
Technology,1,5/16/2014,35,Corporate
Furniture,1,4/20/2016,466,Consumer
Office Supplies,1,5/17/2016,12,Consumer
Furniture,1,3/21/2016,364,Consumer
Office Supplies,1,1/28/2015,269,Consumer
Office Supplies,1,10-05-2015,76,Corporate
Office Supplies,1,03-02-2015,48,Home Office
Technology,1,12/31/2016,153,Consumer
Technology,1,2/25/2015,66,Corporate
Furniture,1,03-01-2015,649,Corporate
Office Supplies,1,7/24/2016,100,Corporate
Office Supplies,1,10-01-2016,54,Home Office
Technology,1,6/25/2016,161,Corporate
Technology,1,07-10-2015,23,Home Office
Furniture,1,3/27/2014,68,Consumer
Office Supplies,1,6/22/2016,240,Consumer
Office Supplies,1,11/18/2016,51,Corporate
Technology,1,11-09-2015,55,Consumer
Office Supplies,1,3/25/2015,44,Corporate
Furniture,1,6/17/2015,1120,Consumer
Furniture,1,08-03-2015,10,Corporate
Furniture,1,10-04-2016,33,Home Office
Office Supplies,1,10/30/2015,2060,Consumer
Office Supplies,1,01-12-2015,162,Home Office
Technology,1,03-05-2014,502,Consumer
Office Supplies,1,2/15/2014,9,Corporate
Office Supplies,1,7/15/2014,5,Home Office
Technology,1,04-07-2015,499,Corporate
Furniture,1,5/14/2016,2319,Consumer
Office Supplies,1,7/25/2014,233,Consumer
Furniture,1,09-08-2015,891,Corporate
Furniture,1,12/22/2015,168,Home Office
Office Supplies,1,1/17/2015,315,Consumer
Office Supplies,1,2/17/2014,525,Corporate
Office Supplies,1,4/13/2016,975,Home Office
Technology,1,03-04-2015,3265,Corporate
Furniture,1,2/14/2014,507,Consumer
Furniture,1,10/15/2015,349,Corporate
Furniture,1,05-04-2015,1723,Home Office
Office Supplies,1,6/26/2015,208,Consumer
Office Supplies,1,10/13/2015,189,Corporate
Technology,1,1/26/2014,1023,Consumer
Technology,1,09-07-2014,358,Corporate
Technology,1,06-01-2015,172,Home Office
Furniture,1,6/25/2015,450,Corporate
Office Supplies,1,5/26/2014,8,Consumer
Office Supplies,1,9/25/2014,391,Corporate
Office Supplies,1,12/17/2015,112,Home Office
Technology,1,2/17/2016,264,Consumer
Technology,1,3/23/2015,9902,Corporate
Furniture,1,02-06-2015,424,Consumer
Office Supplies,1,04-12-2016,565,Consumer
Office Supplies,1,6/18/2015,17,Corporate
Office Supplies,1,6/13/2014,204,Home Office
Technology,1,02-09-2016,461,Consumer
Technology,1,05-09-2016,627,Corporate
Furniture,1,7/25/2014,177,Consumer
Furniture,1,1/17/2016,2561,Home Office
Office Supplies,1,12-06-2014,1247,Consumer
Office Supplies,1,10-09-2014,5,Corporate
Office Supplies,1,9/24/2014,268,Home Office
Technology,1,05-11-2014,131,Home Office
Furniture,1,7/25/2014,368,Consumer
Furniture,1,2/18/2015,300,Corporate
Office Supplies,1,02-10-2014,172,Consumer
Technology,1,2/15/2014,743,Consumer
Technology,1,10/31/2016,739,Home Office
Furniture,1,10-09-2015,244,Corporate
Office Supplies,1,9/22/2016,106,Home Office
Furniture,1,9/25/2014,41,Consumer
Furniture,1,7/18/2016,628,Corporate
Furniture,1,9/17/2016,92,Home Office
Office Supplies,1,10/13/2014,2408,Corporate
Technology,1,09-10-2016,982,Corporate
Technology,1,12-08-2016,691,Home Office
Furniture,1,10/19/2014,1328,Corporate
Furniture,1,8/26/2015,210,Home Office
Office Supplies,1,03-05-2014,468,Consumer
Office Supplies,1,10-09-2014,956,Corporate
Office Supplies,1,2/26/2014,20,Home Office
Technology,1,5/18/2014,107,Consumer
Technology,1,11/29/2015,1017,Corporate
Furniture,1,4/14/2014,76,Consumer
Furniture,1,09-04-2016,36,Home Office
Office Supplies,1,04-05-2016,432,Consumer
Office Supplies,1,05-06-2015,996,Corporate
Office Supplies,1,11/19/2014,25,Home Office
Technology,1,10/20/2015,31,Consumer
Furniture,1,4/17/2014,273,Home Office
Office Supplies,1,10/30/2014,1121,Consumer
Office Supplies,1,03-11-2016,53,Corporate
Office Supplies,1,01-03-2016,140,Home Office
Technology,1,3/29/2015,416,Corporate
Technology,1,01-07-2016,801,Home Office
Furniture,1,6/16/2015,2140,Consumer
Furniture,1,06-11-2015,321,Corporate
Office Supplies,1,8/22/2016,1592,Consumer
Office Supplies,1,10/27/2015,69,Corporate
Office Supplies,1,12/15/2016,216,Home Office
Technology,1,08-04-2015,369,Consumer
Technology,1,01-08-2015,1276,Corporate
Technology,1,3/19/2015,154,Home Office
Furniture,1,4/19/2014,273,Corporate
Office Supplies,1,6/18/2014,112,Consumer
Office Supplies,1,11/17/2014,104,Corporate
Office Supplies,1,1/28/2016,16,Home Office
Technology,1,11/15/2015,259,Consumer
Furniture,1,10-07-2014,554,Consumer
Furniture,1,8/23/2014,310,Consumer
Office Supplies,1,5/30/2016,1025,Consumer
Office Supplies,1,11-07-2015,92,Corporate
Office Supplies,1,3/17/2015,20,Home Office
Technology,1,1/24/2016,219,Consumer
Technology,1,5/23/2015,2546,Corporate
Technology,1,11/24/2014,56,Home Office
Furniture,1,3/29/2016,515,Consumer
Office Supplies,1,2/26/2014,389,Consumer
Office Supplies,1,1/27/2015,1414,Corporate
Technology,1,6/21/2016,9942,Consumer
Technology,1,6/18/2014,295,Corporate
Furniture,1,4/23/2016,131,Consumer
Furniture,1,11/23/2015,6,Corporate
Furniture,1,7/17/2014,18,Home Office
Office Supplies,1,01-07-2014,323,Consumer
Office Supplies,1,4/16/2015,707,Corporate
Technology,1,11-12-2014,220,Consumer
Furniture,1,02-01-2014,1335,Consumer
Furniture,1,12-04-2015,880,Corporate
Furniture,1,07-01-2016,82,Home Office
Office Supplies,1,07-05-2015,1781,Consumer
Office Supplies,1,5/17/2016,2323,Corporate
Office Supplies,1,01-01-2017,112,Home Office
Technology,1,6/15/2016,31,Consumer
Furniture,1,7/18/2014,738,Consumer
Furniture,1,4/24/2015,48,Corporate
Furniture,1,05-11-2015,29,Home Office
Office Supplies,1,08-08-2015,277,Consumer
Technology,1,12/30/2016,1159,Consumer
Technology,1,04-11-2016,533,Corporate
Furniture,1,10-02-2014,92,Consumer
Office Supplies,1,10/29/2016,258,Consumer
Office Supplies,1,05-01-2015,58,Corporate
Office Supplies,1,05-10-2016,75,Home Office
Technology,1,07-11-2016,1161,Consumer
Technology,1,10-12-2014,601,Home Office
Office Supplies,1,12-03-2015,34,Consumer
Furniture,1,10/20/2016,31,Consumer
Furniture,1,7/29/2015,147,Corporate
Office Supplies,1,7/19/2016,17,Consumer
Office Supplies,1,1/31/2014,465,Corporate
Technology,1,07-07-2015,515,Consumer
Furniture,1,10/25/2015,825,Consumer
Furniture,1,03-03-2014,1065,Corporate
Office Supplies,1,2/14/2014,585,Consumer
Office Supplies,1,11/16/2016,734,Corporate
Office Supplies,1,09-06-2015,1244,Home Office
Technology,1,4/30/2015,230,Consumer
Technology,1,4/16/2014,150,Corporate
Furniture,1,3/19/2014,2073,Consumer
Furniture,1,03-05-2016,737,Corporate
Office Supplies,1,7/27/2016,162,Consumer
Office Supplies,1,6/13/2016,32,Corporate
Office Supplies,1,01-06-2014,467,Home Office
Technology,1,3/25/2016,294,Consumer
Technology,1,6/21/2014,35,Corporate
Furniture,1,5/18/2014,243,Consumer
Furniture,1,3/14/2015,1203,Home Office
Office Supplies,1,04-09-2014,36,Consumer
Office Supplies,1,11/14/2016,237,Corporate
Office Supplies,1,06-08-2015,154,Home Office
Technology,1,10-09-2016,1325,Consumer
Technology,1,01-02-2016,2009,Home Office
Furniture,1,09-04-2014,18,Consumer
Furniture,1,2/26/2014,51,Corporate
Office Supplies,1,1/18/2016,279,Consumer
Office Supplies,1,3/17/2015,901,Corporate
Technology,1,4/26/2015,60,Consumer
Technology,1,5/23/2014,332,Corporate
Furniture,1,09-08-2016,4193,Home Office
Office Supplies,1,08-07-2016,167,Consumer
Office Supplies,1,7/24/2014,84,Corporate
Office Supplies,1,11/27/2015,46,Home Office
Technology,1,3/17/2014,1802,Corporate
Furniture,1,1/16/2016,482,Consumer
Furniture,1,02-09-2016,2804,Consumer
Furniture,1,8/29/2014,1256,Home Office
Office Supplies,1,02-10-2015,365,Consumer
Office Supplies,1,04-11-2015,977,Home Office
Technology,1,03-02-2014,361,Consumer
Technology,1,3/18/2016,99,Corporate
Technology,1,12/31/2015,562,Home Office
Furniture,1,03-12-2014,984,Consumer
Furniture,1,2/21/2014,64,Corporate
Furniture,1,10/18/2016,1366,Home Office
Office Supplies,1,12/25/2014,632,Consumer
Office Supplies,1,03-09-2014,539,Corporate
Office Supplies,1,01-08-2014,129,Home Office
Technology,1,03-04-2014,1436,Consumer
Technology,1,8/14/2016,64,Home Office
Furniture,1,9/27/2014,704,Consumer
Furniture,1,10-07-2016,3070,Corporate
Office Supplies,1,02-03-2014,1488,Consumer
Office Supplies,1,4/22/2015,1103,Corporate
Office Supplies,1,10-09-2015,41,Home Office
Technology,1,2/26/2014,3598,Consumer
Technology,1,9/26/2016,325,Corporate
Furniture,1,6/27/2015,71,Consumer
Furniture,1,11/29/2015,553,Home Office
Office Supplies,1,7/17/2015,457,Consumer
Technology,1,8/29/2015,390,Consumer
Furniture,1,02-09-2016,513,Consumer
Furniture,1,7/14/2016,539,Corporate
Office Supplies,1,08-08-2016,146,Consumer
Office Supplies,1,01-01-2017,42,Corporate
Technology,1,06-11-2016,1216,Consumer
Technology,1,8/17/2016,243,Corporate
Furniture,1,8/26/2014,42,Consumer
Furniture,1,7/21/2016,86,Corporate
Furniture,1,08-08-2016,188,Home Office
Office Supplies,1,12-08-2015,278,Consumer
Office Supplies,1,04-03-2016,232,Corporate
Office Supplies,1,5/30/2016,266,Home Office
Technology,1,3/30/2014,90,Consumer
Technology,1,10/28/2015,185,Corporate
Technology,1,11/19/2015,29,Home Office
Office Supplies,1,5/14/2014,11,Corporate
Furniture,1,08-06-2014,80,Consumer
Office Supplies,1,10-02-2015,337,Consumer
Office Supplies,1,4/16/2014,1737,Corporate
Office Supplies,1,05-07-2014,47,Home Office
Technology,1,03-07-2015,582,Consumer
Furniture,1,6/20/2015,3570,Consumer
Office Supplies,1,11/19/2015,1485,Consumer
Office Supplies,1,3/17/2014,275,Corporate
Office Supplies,1,5/17/2015,587,Home Office
Technology,1,1/25/2014,1511,Consumer
Furniture,1,2/26/2014,883,Corporate
Furniture,1,4/18/2015,919,Home Office
Office Supplies,1,10-10-2015,685,Consumer
Office Supplies,1,09-03-2014,582,Corporate
Office Supplies,1,04-04-2015,208,Home Office
Technology,1,05-02-2016,1824,Consumer
Furniture,1,3/24/2014,1921,Consumer
Furniture,1,9/24/2015,15,Corporate
Office Supplies,1,09-06-2015,506,Consumer
Office Supplies,1,10-12-2014,446,Corporate
Office Supplies,1,05-01-2016,79,Home Office
Technology,1,2/14/2016,98,Consumer
Technology,1,5/20/2015,49,Corporate
Technology,1,02-11-2014,549,Home Office
Furniture,1,10/17/2016,609,Consumer
Furniture,1,8/16/2014,857,Corporate
Office Supplies,1,11/19/2014,737,Consumer
Office Supplies,1,08-06-2015,22,Corporate
Office Supplies,1,11/16/2014,12,Home Office
Technology,1,05-05-2015,148,Consumer
Technology,1,06-11-2016,341,Corporate
Furniture,1,5/22/2016,189,Consumer
Furniture,1,10/31/2015,276,Corporate
Office Supplies,1,4/30/2016,95,Consumer
Furniture,1,1/13/2014,1363,Consumer
Furniture,1,12/26/2016,544,Home Office
Office Supplies,1,2/28/2014,94,Consumer
Office Supplies,1,7/21/2014,198,Home Office
Technology,1,02-01-2016,38,Consumer
Technology,1,4/14/2014,194,Corporate
Technology,1,4/28/2014,1584,Home Office
Furniture,1,5/22/2014,21,Home Office
Office Supplies,1,10-07-2014,81,Consumer
Office Supplies,1,12/30/2016,10,Corporate
Technology,1,11/27/2016,199,Consumer
Furniture,1,12-01-2014,217,Corporate
Office Supplies,1,11/30/2014,11,Consumer
Office Supplies,1,09-12-2016,99,Corporate
Office Supplies,1,12-08-2016,220,Home Office
Technology,1,10/14/2014,303,Corporate
Furniture,1,6/19/2015,592,Consumer
Office Supplies,1,02-08-2014,706,Consumer
Office Supplies,1,5/21/2014,544,Corporate
Office Supplies,1,09-11-2016,34,Home Office
Furniture,1,01-05-2014,1217,Consumer
Furniture,1,01-06-2014,93,Corporate
Office Supplies,1,9/26/2014,2259,Consumer
Office Supplies,1,05-01-2016,17,Corporate
Office Supplies,1,2/24/2015,5,Home Office
Technology,1,12-01-2016,131,Consumer
Technology,1,12-12-2015,29,Corporate
Furniture,1,1/13/2014,123,Consumer
Office Supplies,1,07-02-2015,1941,Consumer
Office Supplies,1,2/21/2014,340,Corporate
Furniture,1,8/19/2015,14,Home Office
Office Supplies,1,09-10-2014,803,Consumer
Office Supplies,1,09-07-2014,1070,Corporate
Technology,1,02-04-2016,371,Consumer
Furniture,1,9/26/2015,3239,Consumer
Furniture,1,2/20/2014,239,Corporate
Furniture,1,11/27/2015,143,Home Office
Office Supplies,1,12-03-2014,1020,Consumer
Office Supplies,1,01-09-2016,680,Corporate
Technology,1,9/26/2014,1552,Consumer
